experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_abs_error,xi_abs_error,eta_abs_error,estimated_field_max_abs_entry,estimated_field_rank,true_field_max_abs_entry,true_field_rank
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,concurrent_rank_2,concurrent_rank_2,concurrent_latent_rank,random_low_rank,2,0.0,0.0,10.0,{},total_recovery_rmse,1,True,0.20167938852362008,0.4603481288510185,0.16086235771896976,0.12093113865105129,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.015271418984541374,0.012805468247693685,0.012740143572415263,1.6509300415377808,2,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,alternating_rank_2,alternating_rank_2,alternating_latent_rank,random_low_rank,2,0.0,0.0,10.0,{},total_recovery_rmse,2,False,0.20284533617772466,0.46033775201106036,0.16077973876081386,0.13666713833178867,CONVERGED: alternating objective tolerance reached,0.01497091285442853,0.014471762359410056,0.012622922203072207,1.6334596676475617,2,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,manifold_rank_2,manifold_rank_2,exact_rank_manifold,random_low_rank,2,0.0,0.1,0.0,{},total_recovery_rmse,3,False,0.25236088107090826,0.4611956524782205,0.18904231812404657,0.16528503496441557,"Terminated - min grad norm reached after 696 iterations, 50.57 seconds. | best_start=1/1",0.022570981694091052,0.017502127993379024,0.02324545325939159,1.8660317137427949,2,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,concurrent_rank_5,concurrent_rank_5,concurrent_latent_rank,random_low_rank,5,0.0,0.0,14.0,{},total_recovery_rmse,4,False,0.2689997940159917,0.45124633906766115,0.19679595399119568,0.17389082490027466,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.025116956675144242,0.01841340006936565,0.028673483280286183,1.5309174924939202,5,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,alternating_rank_5,alternating_rank_5,alternating_latent_rank,random_low_rank,5,0.0,0.0,14.0,{},total_recovery_rmse,5,False,0.2704057376567189,0.4512949241168401,0.1966921801608687,0.18097862371944265,CONVERGED: alternating objective tolerance reached,0.025327182076755328,0.019163931187631156,0.029222444231463696,1.5465697846662039,5,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,concurrent_rank_10,concurrent_rank_10,concurrent_latent_rank,random_low_rank,10,0.0,0.0,18.0,{},total_recovery_rmse,6,False,0.32187426348168546,0.4452960767506753,0.2121347305977966,0.2904792886504758,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03654968578698109,0.030759019958950584,0.042430827137957206,1.3336984978157622,10,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,alternating_rank_10,alternating_rank_10,alternating_latent_rank,random_low_rank,10,0.0,0.0,18.0,{},total_recovery_rmse,7,False,0.3229635250531338,0.44528473089993126,0.2124602986471131,0.2863121762755707,CONVERGED: alternating objective tolerance reached,0.03684073716717701,0.030317762018302274,0.043344727220541446,1.3436023804790933,10,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,nuclear_lambda_8e_2,nuclear_lambda_8e_2,nuclear_norm,random_low_rank,0,0.08,0.0,0.0,{},total_recovery_rmse,8,False,0.35346679535519376,0.4615931446175444,0.2171847631294889,0.40810427697098217,CONVERGED: proximal objective tolerance reached,0.04806430919527416,0.04321439803506266,0.04500332499536808,1.0353606128917139,68,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,nuclear_lambda_6e_2,nuclear_lambda_6e_2,nuclear_norm,random_low_rank,0,0.06,0.0,0.0,{},total_recovery_rmse,9,False,0.39756349879206776,0.35559375494416645,0.26301208869608267,0.17478223346834437,CONVERGED: proximal objective tolerance reached,0.03895412550041305,0.018507791838445642,0.0770894927571264,1.3312773210227338,109,2.0,20
hybrid_us_county_intervention_uscounty_graph_rank_20,hybrid_us_county_intervention_uscounty_graph_rank_20,nuclear_lambda_1e_1,nuclear_lambda_1e_1,nuclear_norm,random_low_rank,0,0.1,0.0,0.0,{},total_recovery_rmse,10,False,0.425093160738792,0.4753344621537896,0.2526196962645885,0.5518478948275685,CONVERGED: proximal objective tolerance reached,0.05888234030579256,0.05843549290610739,0.055155631262303495,0.8788098710531427,7,2.0,20
